src_node        end_node        start_time              end_time                duration
sat_c           gs              08:32:18:53             08:32:53:27             34.74
gs              sat_c           08:32:35:20             08:33:28:84             53.64
sat_c           sat_a           08:32:43:09             08:33:20:76             37.67
sat_c           sat_b           08:32:52:56             08:33:39:86             47.30
sat_b           sat_a           08:32:53:30             08:34:02:49             69.19
sat_b           gs              08:32:59:09             08:33:48:54             49.45
sat_a           sat_b           08:32:59:83             08:33:52:37             52.54
gs              sat_b           08:33:15:45             08:33:56:70             41.25
sat_b           sat_c           08:33:24:59             08:34:12:01             47.42
gs              sat_a           08:33:25:78             08:34:10:59             44.81
sat_a           sat_c           08:34:00:82             08:34:59:64             58.82
sat_c           sat_b           08:34:13:92             08:35:13:77             59.85
sat_b           sat_c           08:34:26:09             08:35:11:07             44.98
sat_a           gs              08:34:27:24             08:35:07:26             40.02
gs              sat_b           08:34:28:91             08:35:15:77             46.86
sat_c           sat_a           08:34:32:28             08:35:39:67             67.39
sat_b           sat_a           08:34:35:16             08:35:41:84             66.68
gs              sat_c           08:34:38:64             08:35:42:58             63.94
sat_c           gs              08:34:40:33             08:35:29:90             49.57
gs              sat_a           08:35:03:83             08:36:02:84             59.01
sat_b           gs              08:35:14:84             08:35:58:91             44.07
sat_a           sat_b           08:35:19:07             08:36:23:17             64.10
gs              sat_a           08:36:11:39             08:37:19:63             68.24
sat_b           gs              08:36:24:51             08:37:26:78             62.27
sat_a           sat_c           08:36:28:43             08:37:32:05             63.62
sat_b           sat_c           08:36:28:85             08:37:15:00             46.15
sat_a           sat_b           08:36:44:31             08:37:30:31             46.00
sat_b           sat_a           08:36:56:37             08:37:51:55             55.18
sat_c           gs              08:36:57:65             08:37:40:47             42.82
sat_c           sat_b           08:37:05:50             08:37:39:83             34.33
gs              sat_b           08:37:13:93             08:38:10:33             56.40
sat_c           sat_a           08:37:27:11             08:38:05:68             38.57
sat_a           gs              08:37:28:24             08:38:02:87             34.63
gs              sat_c           08:37:29:97             08:38:35:56             65.59
sat_b           sat_a           08:38:03:78             08:39:13:68             69.90
sat_c           sat_b           08:38:27:83             08:39:06:41             38.58
sat_b           sat_c           08:38:30:36             08:39:38:28             67.92
gs              sat_b           08:38:31:26             08:39:22:85             51.59
sat_a           sat_b           08:38:45:65             08:39:47:01             61.36
gs              sat_a           08:38:53:24             08:39:53:75             60.51
sat_a           sat_c           08:38:55:39             08:40:02:75             67.36
gs              sat_c           08:39:05:38             08:40:14:03             68.65
